name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,5991,545598176,,house,,,,"POLYGON ((-76.4979415 42.4448334, -76.4979485 42.4448332, -76.4979504 42.4448664, -76.498051 42.4448633, -76.4980463 42.4447797, -76.4980131 42.4447807, -76.4980106 42.4447366, -76.4979362 42.4447389, -76.4979415 42.4448334))",POINT (-76.4979903 42.4448054),110.2,1186.3
,5992,545598177,,house,,,,"POLYGON ((-76.4978215 42.4448749, -76.4979081 42.4448716, -76.4979008 42.4447683, -76.4978782 42.4447691, -76.4978761 42.4447389, -76.4978121 42.4447413, -76.4978215 42.4448749))",POINT (-76.4978583 42.4448098),99.6,1072.5
,5993,545598178,,house,,,,"POLYGON ((-76.4974152 42.4447903, -76.4974119 42.4447131, -76.497332 42.4447149, -76.4973327 42.4447306, -76.4972194 42.4447332, -76.497222 42.4447948, -76.4974152 42.4447903))",POINT (-76.4973225 42.444758),120.2,1293.5
,5994,545598179,,house,,,,"POLYGON ((-76.4974413 42.4448042, -76.4974443 42.4448666, -76.4974178 42.4448673, -76.4974192 42.4448958, -76.4972772 42.4448996, -76.4972764 42.4448829, -76.4972391 42.4448839, -76.4972354 42.4448096, -76.4974413 42.4448042))",POINT (-76.4973395 42.4448497),158.6,1706.7
,5995,545598180,,house,,,,"POLYGON ((-76.4969676 42.4455071, -76.496966 42.4454544, -76.4969418 42.4454548, -76.496941 42.4454304, -76.4967587 42.4454335, -76.4967604 42.4454877, -76.4967868 42.4454873, -76.4967875 42.44551, -76.4969676 42.4455071))",POINT (-76.4968632 42.4454702),134.4,1447.1
,5996,545598181,,yes,,,,"POLYGON ((-76.4964479 42.445349, -76.4964493 42.4453876, -76.4963876 42.4453888, -76.4963862 42.4453502, -76.4964479 42.445349))",POINT (-76.4964178 42.4453689),21.8,234.3
,5997,545598182,,yes,,,,"POLYGON ((-76.4965146 42.4453391, -76.4964668 42.4453403, -76.4964645 42.4452916, -76.4965123 42.4452903, -76.4965146 42.4453391))",POINT (-76.4964896 42.4453153),21.3,229.3
,5998,545598183,,house,,,,"POLYGON ((-76.4969511 42.4452987, -76.4969551 42.4453705, -76.4967898 42.4453754, -76.4967858 42.4453037, -76.4969511 42.4452987))",POINT (-76.4968705 42.4453371),108.5,1167.7
,5999,545598184,,house,,,,"POLYGON ((-76.4969578 42.4452926, -76.4969549 42.4452274, -76.496792 42.4452314, -76.4967949 42.4452965, -76.4969578 42.4452926))",POINT (-76.4968749 42.445262),97.0,1044.3
,6000,545598185,,house,,,,"POLYGON ((-76.4969656 42.4456617, -76.4969606 42.4455429, -76.496808 42.4455463, -76.496813 42.4456652, -76.4969656 42.4456617))",POINT (-76.4968868 42.445604),165.8,1784.3
,6001,545598186,,house,,,,"POLYGON ((-76.4969763 42.4457839, -76.4969717 42.4457227, -76.4967387 42.4457321, -76.4967433 42.4457933, -76.4969763 42.4457839))",POINT (-76.4968575 42.445758),130.6,1405.8
,6002,545598187,,house,,,,"POLYGON ((-76.4974651 42.445421, -76.4974095 42.4454223, -76.4974087 42.4454051, -76.4972671 42.4454086, -76.4972622 42.4453, -76.4974594 42.4452951, -76.4974651 42.445421))",POINT (-76.4973664 42.4453545),204.6,2202.0
,6003,545598188,,house,,,,"POLYGON ((-76.4974718 42.445132, -76.4974741 42.4452092, -76.4974279 42.4452099, -76.4974287 42.4452373, -76.4972727 42.4452397, -76.4972696 42.4451352, -76.4974718 42.445132))",POINT (-76.4973672 42.4451835),181.6,1954.3
,6004,545598189,,house,,,,"POLYGON ((-76.497843 42.4452013, -76.4978389 42.4451292, -76.4977179 42.4451329, -76.4977219 42.445205, -76.497843 42.4452013))",POINT (-76.4977804 42.4451671),79.8,859.3
,6005,545598190,,house,,,,"POLYGON ((-76.4980341 42.4451288, -76.4980416 42.4452085, -76.4979162 42.445215, -76.4979087 42.4451352, -76.4980341 42.4451288))",POINT (-76.4979751 42.4451719),91.8,987.7
,6006,545598191,,house,,,,"POLYGON ((-76.4984414 42.4451458, -76.4983859 42.4451483, -76.4983883 42.445178, -76.4983107 42.4451815, -76.4983053 42.4451139, -76.4983242 42.4451131, -76.4983228 42.4450957, -76.4983704 42.4450936, -76.4983696 42.445083, -76.4984361 42.4450801, -76.4984414 42.4451458))",POINT (-76.4983711 42.4451294),91.9,988.9
,6007,545598192,,house,,,,"POLYGON ((-76.498769 42.4451431, -76.498768 42.4450973, -76.4987516 42.4450975, -76.4987508 42.4450616, -76.4986549 42.4450627, -76.4986557 42.4450987, -76.4986439 42.4450988, -76.4986449 42.4451446, -76.498769 42.4451431))",POINT (-76.4987052 42.4451055),83.4,897.5
,6008,545598193,,yes,,,,"POLYGON ((-76.4987053 42.4458203, -76.4987034 42.445781, -76.4986199 42.4457832, -76.4986218 42.4458225, -76.4987053 42.4458203))",POINT (-76.4986626 42.4458017),30.0,323.0
,6009,545598194,,house,,,,"POLYGON ((-76.4987455 42.4460086, -76.49885 42.4460081, -76.4988493 42.4459186, -76.4987449 42.445919, -76.4987455 42.4460086))",POINT (-76.4987974 42.4459636),85.4,919.4
,6010,545598195,,house,,,,"POLYGON ((-76.4980629 42.4457448, -76.4980601 42.4456986, -76.4980012 42.4457006, -76.4980001 42.4456821, -76.4978973 42.4456855, -76.4979013 42.4457503, -76.4980629 42.4457448))",POINT (-76.4979743 42.4457181),85.8,923.3
,6011,545598196,,yes,,,,"POLYGON ((-76.4976043 42.4457522, -76.4976757 42.4457512, -76.4976743 42.4457032, -76.4976029 42.4457042, -76.4976043 42.4457522))",POINT (-76.4976393 42.4457277),31.3,337.0
,6012,545598197,,house,,,,"POLYGON ((-76.4980606 42.4456469, -76.4978005 42.4456555, -76.4977983 42.4456186, -76.4978349 42.4456174, -76.4978335 42.4455941, -76.4979878 42.445589, -76.4979888 42.4456045, -76.4980579 42.4456022, -76.4980606 42.4456469))",POINT (-76.4979284 42.445624),125.6,1352.2
,6013,545598221,,house,,,,"POLYGON ((-76.4985766 42.4466191, -76.4985706 42.4465392, -76.4984238 42.4465451, -76.4984297 42.4466251, -76.4985766 42.4466191))",POINT (-76.4985002 42.4465821),107.5,1157.4
,6014,545606315,,,parking_space,,,"POLYGON ((-76.5048044 42.4496977, -76.5048214 42.449719, -76.5048816 42.4496928, -76.5048646 42.4496715, -76.5048044 42.4496977))",POINT (-76.504843 42.4496952),15.8,169.8
,6015,545606316,,,parking_space,,,"POLYGON ((-76.5047874 42.4496765, -76.5048044 42.4496977, -76.5048646 42.4496715, -76.5048476 42.4496502, -76.5047874 42.4496765))",POINT (-76.504826 42.449674),15.8,169.6
,6016,545606317,,,parking_space,,,"POLYGON ((-76.5047703 42.4496552, -76.5047874 42.4496765, -76.5048476 42.4496502, -76.5048306 42.449629, -76.5047703 42.4496552))",POINT (-76.5048089 42.4496527),15.8,169.8
,6017,545606318,,,parking_space,,,"POLYGON ((-76.5047533 42.4496339, -76.5047703 42.4496552, -76.5048306 42.449629, -76.5048135 42.4496077, -76.5047533 42.4496339))",POINT (-76.5047919 42.4496314),15.8,170.0
,6018,545606319,,,parking_space,,,"POLYGON ((-76.5047363 42.4496126, -76.5047533 42.4496339, -76.5048135 42.4496077, -76.5047965 42.4495864, -76.5047363 42.4496126))",POINT (-76.5047749 42.4496102),15.8,169.8
,6019,545606320,,,parking_space,,,"POLYGON ((-76.5047193 42.4495914, -76.5047363 42.4496126, -76.5047965 42.4495864, -76.5047795 42.4495651, -76.5047193 42.4495914))",POINT (-76.5047579 42.4495889),15.8,169.6
,6020,545606321,,,parking_space,,,"POLYGON ((-76.5047023 42.4495701, -76.5047193 42.4495914, -76.5047795 42.4495651, -76.5047625 42.4495439, -76.5047023 42.4495701))",POINT (-76.5047409 42.4495676),15.8,169.6
,6021,545606322,,,parking_space,,,"POLYGON ((-76.5046852 42.4495488, -76.5047023 42.4495701, -76.5047625 42.4495439, -76.5047455 42.4495226, -76.5046852 42.4495488))",POINT (-76.5047239 42.4495464),15.8,170.0
,6022,545606323,,,parking_space,,,"POLYGON ((-76.5046682 42.4495275, -76.5046852 42.4495488, -76.5047455 42.4495226, -76.5047284 42.4495013, -76.5046682 42.4495275))",POINT (-76.5047068 42.449525),15.8,170.0
,6023,545606324,,,parking_space,,,"POLYGON ((-76.5046512 42.4495063, -76.5046682 42.4495275, -76.5047284 42.4495013, -76.5047114 42.44948, -76.5046512 42.4495063))",POINT (-76.5046898 42.4495038),15.8,169.6
,6024,545606325,,,parking_space,,,"POLYGON ((-76.5046342 42.449485, -76.5046512 42.4495063, -76.5047114 42.44948, -76.5046944 42.4494588, -76.5046342 42.449485))",POINT (-76.5046728 42.4494825),15.8,169.6
,6025,545606326,,,parking_space,,,"POLYGON ((-76.5046172 42.4494637, -76.5046342 42.449485, -76.5046944 42.4494588, -76.5046774 42.4494375, -76.5046172 42.4494637))",POINT (-76.5046558 42.4494612),15.8,169.8
,6026,545606327,,,parking_space,,,"POLYGON ((-76.5046001 42.4494424, -76.5046172 42.4494637, -76.5046774 42.4494375, -76.5046604 42.4494162, -76.5046001 42.4494424))",POINT (-76.5046388 42.44944),15.8,170.0
,6027,545606328,,,parking_space,,,"POLYGON ((-76.5045831 42.4494212, -76.5046001 42.4494424, -76.5046604 42.4494162, -76.5046433 42.4493949, -76.5045831 42.4494212))",POINT (-76.5046218 42.4494187),15.8,169.8
,6028,545606329,,,parking_space,,,"POLYGON ((-76.5045661 42.4493999, -76.5045831 42.4494212, -76.5046433 42.4493949, -76.5046263 42.4493737, -76.5045661 42.4493999))",POINT (-76.5046047 42.4493974),15.8,169.6
,6029,545606330,,,parking_space,,,"POLYGON ((-76.5045491 42.4493786, -76.5045661 42.4493999, -76.5046263 42.4493737, -76.5046093 42.4493524, -76.5045491 42.4493786))",POINT (-76.5045877 42.4493762),15.8,169.8
,6030,545606331,,,parking_space,,,"POLYGON ((-76.5045321 42.4493573, -76.5045491 42.4493786, -76.5046093 42.4493524, -76.5045923 42.4493311, -76.5045321 42.4493573))",POINT (-76.5045707 42.4493549),15.8,169.8
,6031,545606332,,,parking_space,,,"POLYGON ((-76.504701 42.4498427, -76.5047235 42.4498242, -76.5047694 42.4498545, -76.5047469 42.449873, -76.504701 42.4498427))",POINT (-76.5047352 42.4498486),14.0,150.5
,6032,545606333,,,parking_space,,,"POLYGON ((-76.5046786 42.4498612, -76.504701 42.4498427, -76.5047469 42.449873, -76.5047244 42.4498915, -76.5046786 42.4498612))",POINT (-76.5047127 42.4498671),14.0,150.2
,6033,545606334,,,parking_space,,,"POLYGON ((-76.5046561 42.4498797, -76.5046786 42.4498612, -76.5047244 42.4498915, -76.504702 42.44991, -76.5046561 42.4498797))",POINT (-76.5046903 42.4498856),14.0,150.2
,6034,545606335,,,parking_space,,,"POLYGON ((-76.5046337 42.4498982, -76.5046561 42.4498797, -76.504702 42.44991, -76.5046795 42.4499285, -76.5046337 42.4498982))",POINT (-76.5046678 42.4499041),14.0,150.2
,6035,545606336,,,parking_space,,,"POLYGON ((-76.5046112 42.4499167, -76.5046337 42.4498982, -76.5046795 42.4499285, -76.504657 42.449947, -76.5046112 42.4499167))",POINT (-76.5046454 42.4499226),14.0,150.3
,6036,545606337,,,parking_space,,,"POLYGON ((-76.5045887 42.4499352, -76.5046112 42.4499167, -76.504657 42.449947, -76.5046346 42.4499655, -76.5045887 42.4499352))",POINT (-76.5046229 42.4499411),14.0,150.2
,6037,545606338,,,parking_space,,,"POLYGON ((-76.5041029 42.4499768, -76.5041301 42.4499644, -76.5041606 42.4500011, -76.5041335 42.4500134, -76.5041029 42.4499768))",POINT (-76.5041318 42.4499889),12.5,134.9
,6038,545606339,,,parking_space,,,"POLYGON ((-76.5040758 42.4499891, -76.5041029 42.4499768, -76.5041335 42.4500134, -76.5041063 42.4500257, -76.5040758 42.4499891))",POINT (-76.5041046 42.4500013),12.5,134.6
,6039,545606340,,,parking_space,,,"POLYGON ((-76.5040486 42.4500014, -76.5040758 42.4499891, -76.5041063 42.4500257, -76.5040791 42.4500381, -76.5040486 42.4500014))",POINT (-76.5040775 42.4500136),12.5,135.0
,6040,545606341,,,parking_space,,,"POLYGON ((-76.5040214 42.4500137, -76.5040486 42.4500014, -76.5040791 42.4500381, -76.504052 42.4500504, -76.5040214 42.4500137))",POINT (-76.5040503 42.4500259),12.5,134.9
,6041,545606342,,,parking_space,,,"POLYGON ((-76.5039943 42.450026, -76.5040214 42.4500137, -76.504052 42.4500504, -76.5040248 42.4500627, -76.5039943 42.450026))",POINT (-76.5040231 42.4500382),12.5,134.9
,6042,545606343,,,parking_space,,,"POLYGON ((-76.5049894 42.4498478, -76.5049662 42.449866, -76.5049197 42.4498338, -76.5049429 42.4498156, -76.5049894 42.4498478))",POINT (-76.5049546 42.4498408),14.5,156.6
,6043,545606344,,,parking_space,,,"POLYGON ((-76.5050125 42.4498295, -76.5049894 42.4498478, -76.5049429 42.4498156, -76.504966 42.4497974, -76.5050125 42.4498295))",POINT (-76.5049777 42.4498226),14.5,156.4
,6044,545606345,,,parking_space,,,"POLYGON ((-76.5050356 42.4498113, -76.5050125 42.4498295, -76.504966 42.4497974, -76.5049891 42.4497792, -76.5050356 42.4498113))",POINT (-76.5050008 42.4498044),14.5,156.1
,6045,545606346,,,parking_space,,,"POLYGON ((-76.5050588 42.4497931, -76.5050356 42.4498113, -76.5049891 42.4497792, -76.5050123 42.4497609, -76.5050588 42.4497931))",POINT (-76.5050239 42.4497861),14.6,156.7
,6046,545606347,,,parking_space,,,"POLYGON ((-76.5050819 42.4497749, -76.5050588 42.4497931, -76.5050123 42.4497609, -76.5050354 42.4497427, -76.5050819 42.4497749))",POINT (-76.5050471 42.4497679),14.5,156.3
,6047,545606348,,,parking_space,,,"POLYGON ((-76.505105 42.4497566, -76.5050819 42.4497749, -76.5050354 42.4497427, -76.5050585 42.4497245, -76.505105 42.4497566))",POINT (-76.5050702 42.4497497),14.5,156.4
,6048,545606349,,,parking_space,,,"POLYGON ((-76.5049187 42.4499064, -76.5049408 42.4498887, -76.5048934 42.4498565, -76.5048714 42.4498742, -76.5049187 42.4499064))",POINT (-76.5049061 42.4498815),14.1,152.2
,6049,545606350,,,parking_space,,,"POLYGON ((-76.5048967 42.449924, -76.5049187 42.4499064, -76.5048714 42.4498742, -76.5048493 42.4498918, -76.5048967 42.449924))",POINT (-76.504884 42.4498991),14.1,151.7
,6050,545606351,,,parking_space,,,"POLYGON ((-76.5048746 42.4499417, -76.5048967 42.449924, -76.5048493 42.4498918, -76.5048273 42.4499095, -76.5048746 42.4499417))",POINT (-76.504862 42.4499168),14.1,152.2
,6051,545606352,,,parking_space,,,"POLYGON ((-76.5048525 42.4499593, -76.5048746 42.4499417, -76.5048273 42.4499095, -76.5048052 42.4499271, -76.5048525 42.4499593))",POINT (-76.5048399 42.4499344),14.1,151.8
,6052,545606353,,,parking_space,,,"POLYGON ((-76.5048305 42.449977, -76.5048525 42.4499593, -76.5048052 42.4499271, -76.5047832 42.4499448, -76.5048305 42.449977))",POINT (-76.5048178 42.449952),14.1,151.9
,6053,545606354,,,parking_space,,,"POLYGON ((-76.5048084 42.4499946, -76.5048305 42.449977, -76.5047832 42.4499448, -76.5047611 42.4499624, -76.5048084 42.4499946))",POINT (-76.5047958 42.4499697),14.1,151.8
,6054,545606355,,,parking_space,,,"POLYGON ((-76.5047864 42.4500123, -76.5048084 42.4499946, -76.5047611 42.4499624, -76.504739 42.4499801, -76.5047864 42.4500123))",POINT (-76.5047737 42.4499873),14.1,152.2
,6055,545606356,,,parking_space,,,"POLYGON ((-76.5047643 42.4500299, -76.5047864 42.4500123, -76.504739 42.4499801, -76.504717 42.4499977, -76.5047643 42.4500299))",POINT (-76.5047517 42.450005),14.1,151.7
,6056,545606357,,,parking_space,,,"POLYGON ((-76.5047423 42.4500476, -76.5047643 42.4500299, -76.504717 42.4499977, -76.5046949 42.4500153, -76.5047423 42.4500476))",POINT (-76.5047296 42.4500226),14.1,152.0
,6057,545606358,,,parking_space,,,"POLYGON ((-76.5046895 42.4500902, -76.5047124 42.4500718, -76.5046654 42.4500399, -76.5046425 42.4500583, -76.5046895 42.4500902))",POINT (-76.5046774 42.4500651),14.6,156.8
,6058,545606359,,,parking_space,,,"POLYGON ((-76.5046666 42.4501086, -76.5046895 42.4500902, -76.5046425 42.4500583, -76.5046196 42.4500768, -76.5046666 42.4501086))",POINT (-76.5046545 42.4500835),14.6,156.9
,6059,545606360,,,parking_space,,,"POLYGON ((-76.5046437 42.4501271, -76.5046666 42.4501086, -76.5046196 42.4500768, -76.5045967 42.4500952, -76.5046437 42.4501271))",POINT (-76.5046317 42.4501019),14.6,156.9
,6060,545606361,,,parking_space,,,"POLYGON ((-76.5046208 42.4501455, -76.5046437 42.4501271, -76.5045967 42.4500952, -76.5045737 42.4501136, -76.5046208 42.4501455))",POINT (-76.5046087 42.4501203),14.6,157.0
,6061,545606362,,,parking_space,,,"POLYGON ((-76.5045979 42.4501639, -76.5046208 42.4501455, -76.5045737 42.4501136, -76.5045508 42.450132, -76.5045979 42.4501639))",POINT (-76.5045858 42.4501388),14.6,157.0
,6062,545606363,,,parking_space,,,"POLYGON ((-76.504575 42.4501823, -76.5045979 42.4501639, -76.5045508 42.450132, -76.5045279 42.4501504, -76.504575 42.4501823))",POINT (-76.5045629 42.4501572),14.6,157.0
,6063,545606364,,,parking_space,,,"POLYGON ((-76.5045521 42.4502007, -76.504575 42.4501823, -76.5045279 42.4501504, -76.504505 42.4501688, -76.5045521 42.4502007))",POINT (-76.50454 42.4501755),14.6,157.0
,6064,545606365,,,parking_space,,,"POLYGON ((-76.5045292 42.4502191, -76.5045521 42.4502007, -76.504505 42.4501688, -76.5044821 42.4501873, -76.5045292 42.4502191))",POINT (-76.5045171 42.450194),14.6,157.1
,6065,545606366,,,parking_space,,,"POLYGON ((-76.5045062 42.4502376, -76.5045292 42.4502191, -76.5044821 42.4501873, -76.5044592 42.4502057, -76.5045062 42.4502376))",POINT (-76.5044942 42.4502124),14.6,157.2
,6066,545606367,,,parking_space,,,"POLYGON ((-76.5044589 42.4500466, -76.5044824 42.4500283, -76.5045277 42.4500599, -76.5045041 42.4500782, -76.5044589 42.4500466))",POINT (-76.5044933 42.4500533),14.4,154.5
,6067,545606368,,,parking_space,,,"POLYGON ((-76.5044353 42.4500649, -76.5044589 42.4500466, -76.5045041 42.4500782, -76.5044805 42.4500966, -76.5044353 42.4500649))",POINT (-76.5044697 42.4500716),14.4,154.9
,6068,545606369,,,parking_space,,,"POLYGON ((-76.5044117 42.4500833, -76.5044353 42.4500649, -76.5044805 42.4500966, -76.504457 42.4501149, -76.5044117 42.4500833))",POINT (-76.5044461 42.4500899),14.4,154.9
,6069,545606370,,,parking_space,,,"POLYGON ((-76.5043882 42.4501016, -76.5044117 42.4500833, -76.504457 42.4501149, -76.5044334 42.4501333, -76.5043882 42.4501016))",POINT (-76.5044226 42.4501083),14.4,154.9
,6070,545606371,,,parking_space,,,"POLYGON ((-76.5043646 42.45012, -76.5043882 42.4501016, -76.5044334 42.4501333, -76.5044098 42.4501516, -76.5043646 42.45012))",POINT (-76.504399 42.4501266),14.4,154.9
,6071,545606372,,,parking_space,,,"POLYGON ((-76.5043411 42.4501383, -76.5043646 42.45012, -76.5044098 42.4501516, -76.5043863 42.4501699, -76.5043411 42.4501383))",POINT (-76.5043754 42.4501449),14.3,154.3
,6072,545606373,,,parking_space,,,"POLYGON ((-76.5043175 42.4501567, -76.5043411 42.4501383, -76.5043863 42.4501699, -76.5043627 42.4501883, -76.5043175 42.4501567))",POINT (-76.5043519 42.4501633),14.4,155.0
,6073,545606374,,,parking_space,,,"POLYGON ((-76.5042654 42.4500579, -76.5042359 42.4500722, -76.5042716 42.4501124, -76.5043011 42.4500981, -76.5042654 42.4500579))",POINT (-76.5042685 42.4500852),15.5,166.7
,6074,545606375,,,parking_space,,,"POLYGON ((-76.5043138 42.4500352, -76.5042844 42.4500495, -76.5043201 42.4500897, -76.5043495 42.4500754, -76.5043138 42.4500352))",POINT (-76.5043169 42.4500625),15.5,166.3
,6075,545606376,,,parking_space,,,"POLYGON ((-76.5043138 42.4500352, -76.5043495 42.4500754, -76.5043767 42.4500623, -76.504341 42.4500221, -76.5043138 42.4500352))",POINT (-76.5043453 42.4500488),14.3,153.4
,6076,545606377,,,parking_space,,,"POLYGON ((-76.5044244 42.4500391, -76.5043887 42.449999, -76.5043608 42.4500125, -76.5043965 42.4500527, -76.5044244 42.4500391))",POINT (-76.5043926 42.4500258),14.6,157.6
,6077,545606381,,house,,,,"POLYGON ((-76.4999389 42.4462815, -76.5000514 42.4462792, -76.5000469 42.4461607, -76.4999344 42.446163, -76.4999389 42.4462815))",POINT (-76.4999929 42.4462211),121.8,1311.3
,6078,545606382,,house,,,,"POLYGON ((-76.5002607 42.4463073, -76.5001142 42.446313, -76.5001109 42.446267, -76.5001257 42.4462664, -76.5001192 42.4461754, -76.5002126 42.4461717, -76.5002157 42.446215, -76.5002314 42.4462144, -76.5002349 42.4462622, -76.5002574 42.4462613, -76.5002607 42.4463073))",POINT (-76.5001788 42.4462487),146.5,1576.7
,6079,545606383,,house,,,,"POLYGON ((-76.5005226 42.4474048, -76.5004944 42.4474061, -76.5004993 42.4474629, -76.5003645 42.4474692, -76.5003545 42.447353, -76.5004297 42.4473494, -76.5004279 42.4473293, -76.5005157 42.4473252, -76.5005226 42.4474048))",POINT (-76.5004381 42.4473986),175.2,1886.0
,6080,545606384,,yes,,,,"POLYGON ((-76.5025888 42.4499184, -76.5026432 42.4498954, -76.5026147 42.4498587, -76.5025603 42.4498818, -76.5025888 42.4499184))",POINT (-76.5026018 42.4498886),24.2,260.5
,6081,545606385,,house,,,,"POLYGON ((-76.5032912 42.4500646, -76.5033417 42.4501266, -76.5032501 42.4501672, -76.5031997 42.4501052, -76.5032912 42.4500646))",POINT (-76.5032707 42.4501159),70.5,759.2
,6082,545748164,,house,,,,"POLYGON ((-76.5015572 42.4453121, -76.5015961 42.4453656, -76.5017433 42.4453072, -76.5017043 42.4452537, -76.5015572 42.4453121))",POINT (-76.5016502 42.4453096),92.7,997.4
,6083,545748165,,house,,,,"POLYGON ((-76.5020363 42.445155, -76.5019288 42.4452017, -76.5018577 42.4451126, -76.5018659 42.4451091, -76.5018479 42.4450866, -76.5019325 42.4450498, -76.5019505 42.4450723, -76.5019652 42.4450659, -76.5020363 42.445155))",POINT (-76.5019391 42.4451248),141.2,1519.7
